"A1_CITY","A2_PROVINCE","B3_GENDER","B4_AGE","B5_RELIGION","B6_ETHNIC","B7_EDUCATION_LEVEL","B8_LIVED_IN_URBAN_AREA_YEARS","B9_OCCUPATION","B10_SOCIAL_CLAS","B11_HOUSEHOLD_MEMBER","C12_HOUSEHOLD_INCOME_MONTHLY_IN_MILLION_IDR","C13_TIME_OF_INCOME_RECEIPT","C14_HOUSEHOLD_EXPENDITURE_MONTHLY_IN_MILLION_IDR","C15_%_MONTHLY_EXPENDITURE_FOR_FOOD","D16_HEALTH_FACTOR","D17_PRICE_FACTOR","E18_RELIGIOUS_VALUE_IN_TYPE_OF_FOOD","E19_RELIGIOUS_VALUE_IN_EATING_PLACES","E20_RELIGIOUS_VALUE_IN_CONSUMPTION_PATTERN","E21_CUSTOM_VALUE_IN_TYPE_OF_FOOD","E22_CUSTOM_VALUE_IN_EATING_PLACES","E23_CUSTOM_VALUE_IN_CONSUMPTION_PATTERN","24_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_RELIGIOUS_RULES","25_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_CUSTOM_RULES","E26_BUYING_FOOD_PRODUCT_IN_THE_RIGHT_PLACE_BASED_ON_RELIGIOUS_RULES","E27_TYPE_OF_DISHES_VARIATION_BASED_ON_RELIGIOUS_RULES","E28_PRACTICE_OF_CONSUMING_TRADITIONAL_FOOD","SOURCE_FILE","PROCESS_DATE"
"JAKARTA","DKI JAKARTA","MALE","42","ISLAM","MINANG","BACHELOR DEGREE","42","GOVERNMENT EMPLOYEES","LOWER CLASS","6","02:09:00","DAILY","02:06:00","65","DISAGREE","DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","25","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","25","GOVERNMENT EMPLOYEES","MIDDLE CLASS","5","05:06:00","WEEKLY","05:03:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","36","ISLAM","JAVA","DIPLOMA","36","ENTERPRENEUR","UPPER CLASS","6","11:02:00","MONTHLY","10:09:00","26","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","50","ISLAM","SUNDA","SENIOR HIGH SCHOOL","50","ENTERPRENEUR","LOWER CLASS","5","03:07:00","DAILY","03:04:00","76","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","55","ISLAM","OTHER","SENIOR HIGH SCHOOL","13","ENTERPRENEUR","UPPER CLASS","5","10:06:00","MONTHLY","10:03:00","22","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","54","HINDU","OTHER","DIPLOMA","19","PRIVATE EMPLOYEES","UPPER CLASS","6","11:02:00","MONTHLY","10:09:00","18","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","62","PROTESTANT","JAVA","DIPLOMA","12","PRIVATE EMPLOYEES","LOWER CLASS","6","03:08:00","DAILY","03:05:00","57","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","26","PROTESTANT","JAVA","BACHELOR DEGREE","26","PRIVATE EMPLOYEES","MIDDLE CLASS","7","06:02:00","WEEKLY","05:09:00","43","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","40","PROTESTANT","JAVA","DIPLOMA","40","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:08:00","WEEKLY","05:04:00","38","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","33","ISLAM","MINANG","DIPLOMA","33","PRIVATE EMPLOYEES","LOWER CLASS","6","03:01:00","DAILY","02:07:00","61","DISAGREE","DISAGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","33","ISLAM","JAVA","BACHELOR DEGREE","33","PRIVATE EMPLOYEES","MIDDLE CLASS","7","03:04:00","WEEKLY","03:00:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","51","ISLAM","MINANG","MASTER AND DOCTORAL DEGREE","51","PRIVATE EMPLOYEES","MIDDLE CLASS","8","05:06:00","WEEKLY","05:02:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","40","ISLAM","JAVA","BACHELOR DEGREE","40","TEACHER/LECTURER","UPPER CLASS","7","12:01:00","MONTHLY","11:07:00","26","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","61","ISLAM","JAVA","BACHELOR DEGREE","48","TEACHER/LECTURER","LOWER CLASS","7","02:09:00","DAILY","02:05:00","57","DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","27","PROTESTANT","JAVA","BACHELOR DEGREE","27","GOVERNMENT EMPLOYEES","UPPER CLASS","7","10:03:00","MONTHLY","09:09:00","24","DISAGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","29","PROTESTANT","BATAK","BACHELOR DEGREE","29","GOVERNMENT EMPLOYEES","UPPER CLASS","7","14:02:00","MONTHLY","13:08:00","27","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","27","ISLAM","JAVA","SENIOR HIGH SCHOOL","27","GOVERNMENT EMPLOYEES","LOWER CLASS","5","03:04:00","DAILY","03:01:00","67","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","55","PROTESTANT","JAVA","DIPLOMA","35","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:07:00","WEEKLY","06:04:00","36","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","60","ISLAM","JAVA","BACHELOR DEGREE","41","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","05:08:00","WEEKLY","05:05:00","42","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","26","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","26","POLICE OFFICER/ARMY","LOWER CLASS","6","02:03:00","DAILY","02:00:00","73","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","30","ISLAM","JAVA","BACHELOR DEGREE","30","POLICE OFFICER/ARMY","LOWER CLASS","6","04:09:00","DAILY","04:06:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","41","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","41","PRIVATE EMPLOYEES","MIDDLE CLASS","6","05:09:00","WEEKLY","05:06:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","36","ISLAM","JAVA","BACHELOR DEGREE","36","PRIVATE EMPLOYEES","UPPER CLASS","7","11:04:00","MONTHLY","11:01:00","19","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","52","ISLAM","JAVA","DIPLOMA","32","GOVERNMENT EMPLOYEES","LOWER CLASS","6","03:00:00","DAILY","02:06:00","69","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","63","ISLAM","JAVA","SENIOR HIGH SCHOOL","33","POLICE OFFICER/ARMY","UPPER CLASS","5","15:07:00","MONTHLY","15:03:00","23","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","28","ISLAM","JAVA","DIPLOMA","28","PRIVATE EMPLOYEES","UPPER CLASS","6","13:02:00","MONTHLY","12:08:00","25","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","30","ISLAM","JAVA","SENIOR HIGH SCHOOL","30","PRIVATE EMPLOYEES","LOWER CLASS","5","03:04:00","DAILY","03:00:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","61","ISLAM","MINANG","SENIOR HIGH SCHOOL","31","PRIVATE EMPLOYEES","MIDDLE CLASS","5","06:08:00","WEEKLY","06:04:00","43","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","26","CATHOLIC","BATAK","MASTER AND DOCTORAL DEGREE","26","ENTERPRENEUR","MIDDLE CLASS","6","04:08:00","WEEKLY","04:04:00","38","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","27","CATHOLIC","BATAK","MASTER AND DOCTORAL DEGREE","27","ENTERPRENEUR","LOWER CLASS","6","02:09:00","DAILY","02:05:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","MALE","31","PROTESTANT","JAVA","BACHELOR DEGREE","11","ENTERPRENEUR","MIDDLE CLASS","7","03:05:00","WEEKLY","03:01:00","58","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","36","ISLAM","MINANG","DIPLOMA","21","ENTERPRENEUR","MIDDLE CLASS","6","05:07:00","WEEKLY","05:03:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","MALE","56","ISLAM","SUNDA","MASTER AND DOCTORAL DEGREE","24","GOVERNMENT EMPLOYEES","UPPER CLASS","6","11:03:00","MONTHLY","10:09:00","26","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","MALE","63","ISLAM","SUNDA","BACHELOR DEGREE","13","GOVERNMENT EMPLOYEES","LOWER CLASS","7","02:07:00","DAILY","02:03:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY DISAGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","MALE","54","ISLAM","SUNDA","MASTER AND DOCTORAL DEGREE","24","GOVERNMENT EMPLOYEES","UPPER CLASS","8","10:01:00","MONTHLY","09:07:00","24","AGREE","STRONGLY DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","36","ISLAM","SUNDA","BACHELOR DEGREE","36","GOVERNMENT EMPLOYEES","UPPER CLASS","7","12:05:00","MONTHLY","12:01:00","27","STRONGLY AGREE","STRONGLY DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","52","ISLAM","SUNDA","BACHELOR DEGREE","21","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","03:02:00","WEEKLY","02:08:00","67","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","63","CATHOLIC","JAVA","BACHELOR DEGREE","25","PRIVATE EMPLOYEES","MIDDLE CLASS","7","06:02:00","WEEKLY","05:08:00","36","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","54","CATHOLIC","SUNDA","BACHELOR DEGREE","32","PRIVATE EMPLOYEES","MIDDLE CLASS","7","06:04:00","WEEKLY","06:00:00","42","DISAGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","30","CATHOLIC","BATAK","SENIOR HIGH SCHOOL","10","PRIVATE EMPLOYEES","LOWER CLASS","5","03:07:00","DAILY","03:03:00","73","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","43","ISLAM","SUNDA","PRIMARY SCHOOL","43","PRIVATE EMPLOYEES","LOWER CLASS","6","05:09:00","DAILY","05:05:00","41","DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","29","ISLAM","SUNDA","DIPLOMA","29","ENTERPRENEUR","MIDDLE CLASS","6","06:07:00","WEEKLY","06:03:00","33","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","FEMALE","36","ISLAM","JAVA","BACHELOR DEGREE","22","ENTERPRENEUR","UPPER CLASS","6","10:09:00","MONTHLY","10:05:00","19","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"BANDUNG","WEST JAVA","MALE","33","ISLAM","MINANG","JUNIOR HIGH SCHOOL","33","ENTERPRENEUR","LOWER CLASS","6","03:09:00","DAILY","03:05:00","69","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
